STATION,NAME,DATE,Month,Day,Year,Season,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TDIFF
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",4/18/1969,4,18,1969,Spring,0.99,0,0,,76,60,16
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",4/19/1969,4,19,1969,Spring,0.44,0,0,,80,65,15
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",4/20/1969,4,20,1969,Spring,0.01,0,0,,66,52,14
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",4/21/1969,4,21,1969,Spring,0,0,0,,65,46,19
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",4/22/1969,4,22,1969,Spring,0.05,0,0,,77,48,29
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",4/23/1969,4,23,1969,Spring,0,0,0,,71,44,27
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",4/24/1969,4,24,1969,Spring,0,0,0,,67,44,23
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",4/25/1969,4,25,1969,Spring,0,0,0,,69,40,29
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",4/26/1969,4,26,1969,Spring,0,0,0,,81,49,32
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",4/27/1969,4,27,1969,Spring,0,0,0,,78,49,29
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",4/28/1969,4,28,1969,Spring,0,0,0,,79,60,19
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",4/29/1969,4,29,1969,Spring,0.68,0,0,,74,63,11
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",4/30/1969,4,30,1969,Spring,0,0,0,,71,55,16
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",5/1/1969,5,1,1969,Spring,0,0,0,,69,49,20
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",5/2/1969,5,2,1969,Spring,0,0,0,,71,44,27
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",5/3/1969,5,3,1969,Spring,0,0,0,,73,50,23
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",5/4/1969,5,4,1969,Spring,0,0,0,,76,50,26
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",5/5/1969,5,5,1969,Spring,0,0,0,,83,51,32
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",5/6/1969,5,6,1969,Spring,0,0,0,,88,59,29
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",5/7/1969,5,7,1969,Spring,0,0,0,,89,60,29
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",5/8/1969,5,8,1969,Spring,0,0,0,,84,65,19
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",5/9/1969,5,9,1969,Spring,0,0,0,,76,65,11
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",5/10/1969,5,10,1969,Spring,0,0,0,,74,50,24
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",5/11/1969,5,11,1969,Spring,0,0,0,,80,51,29
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",5/12/1969,5,12,1969,Spring,0,0,0,,73,45,28
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",5/13/1969,5,13,1969,Spring,0,0,0,,83,53,30
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",5/14/1969,5,14,1969,Spring,0,0,0,,84,61,23
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",5/15/1969,5,15,1969,Spring,0,0,0,,81,64,17
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",5/16/1969,5,16,1969,Spring,0,0,0,,76,59,17
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",5/17/1969,5,17,1969,Spring,0,0,0,,77,57,20
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",5/18/1969,5,18,1969,Spring,0,0,0,,76,58,18
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",5/19/1969,5,19,1969,Spring,3.51,0,0,,76,68,8
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",5/20/1969,5,20,1969,Spring,2.67,0,0,,73,68,5
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",5/21/1969,5,21,1969,Spring,0.14,0,0,,81,63,18
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",5/22/1969,5,22,1969,Spring,0,0,0,,83,59,24
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",5/23/1969,5,23,1969,Spring,0,0,0,,81,58,23
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",5/24/1969,5,24,1969,Spring,0,0,0,,80,60,20
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",5/25/1969,5,25,1969,Spring,0.84,0,0,,83,61,22
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",5/26/1969,5,26,1969,Spring,0.16,0,0,,79,61,18
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",5/27/1969,5,27,1969,Spring,0,0,0,,75,58,17
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",5/28/1969,5,28,1969,Spring,0,0,0,,78,57,21
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",5/29/1969,5,29,1969,Spring,0,0,0,,87,58,29
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",5/30/1969,5,30,1969,Spring,0,0,0,,89,66,23
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",5/31/1969,5,31,1969,Spring,0,0,0,,89,69,20
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",6/1/1969,6,1,1969,Spring,0,0,0,,86,65,21
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",6/2/1969,6,2,1969,Spring,0.05,0,0,,89,68,21
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",6/3/1969,6,3,1969,Spring,1.04,0,0,,85,67,18
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",6/4/1969,6,4,1969,Spring,0,0,0,,82,63,19
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",6/5/1969,6,5,1969,Spring,0,0,0,,82,60,22
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",6/6/1969,6,6,1969,Spring,0,0,0,,80,63,17
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",6/7/1969,6,7,1969,Spring,0,0,0,,92,66,26
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",6/8/1969,6,8,1969,Spring,0,0,0,,92,69,23
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",6/9/1969,6,9,1969,Spring,0,0,0,,88,67,21
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",6/10/1969,6,10,1969,Spring,0,0,0,,79,67,12
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",6/11/1969,6,11,1969,Spring,0,0,0,,84,69,15
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",6/12/1969,6,12,1969,Spring,0,0,0,,84,68,16
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",6/13/1969,6,13,1969,Spring,0.41,0,0,,86,72,14
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",6/14/1969,6,14,1969,Spring,0.04,0,0,,85,71,14
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",6/15/1969,6,15,1969,Spring,1.83,0,0,,84,71,13
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",6/16/1969,6,16,1969,Spring,3.93,0,0,,77,68,9
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",6/17/1969,6,17,1969,Spring,0,0,0,,81,66,15
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",6/18/1969,6,18,1969,Spring,0,0,0,,85,68,17
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",6/19/1969,6,19,1969,Spring,0.01,0,0,,92,75,17
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",6/20/1969,6,20,1969,Spring,1.3,0,0,,89,67,22
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",3/21/1970,3,21,1970,Spring,0.83,0,0,,66,50,16
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",3/22/1970,3,22,1970,Spring,1.05,0,0,,73,49,24
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",3/23/1970,3,23,1970,Spring,0,0,0,,60,42,18
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",3/24/1970,3,24,1970,Spring,0,0,0,,59,43,16
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",3/25/1970,3,25,1970,Spring,0,0,0,,72,44,28
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",3/26/1970,3,26,1970,Spring,0.13,0,0,,72,54,18
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",3/27/1970,3,27,1970,Spring,0,0,0,,61,41,20
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",3/28/1970,3,28,1970,Spring,0,0,0,,67,39,28
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",3/29/1970,3,29,1970,Spring,0.66,0,0,,77,47,30
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",3/30/1970,3,30,1970,Spring,0.66,0,0,,52,44,8
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",3/31/1970,3,31,1970,Spring,0.13,0,0,,65,44,21
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",4/1/1970,4,1,1970,Spring,0.05,0,0,,68,45,23
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",4/2/1970,4,2,1970,Spring,0.03,0,0,,75,53,22
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",4/3/1970,4,3,1970,Spring,0,0,0,,66,43,23
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",4/4/1970,4,4,1970,Spring,0,0,0,,67,39,28
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",4/5/1970,4,5,1970,Spring,0.18,0,0,,57,42,15
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",4/6/1970,4,6,1970,Spring,0.49,0,0,,63,42,21
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",4/7/1970,4,7,1970,Spring,0,0,0,,63,43,20
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",4/8/1970,4,8,1970,Spring,0,0,0,,72,37,35
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",4/9/1970,4,9,1970,Spring,0,0,0,,78,55,23
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",4/10/1970,4,10,1970,Spring,0,0,0,,73,55,18
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",4/11/1970,4,11,1970,Spring,0,0,0,,65,46,19
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",4/12/1970,4,12,1970,Spring,0,0,0,,70,50,20
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",4/13/1970,4,13,1970,Spring,0,0,0,,72,55,17
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",4/14/1970,4,14,1970,Spring,0.23,0,0,,80,57,23
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",4/15/1970,4,15,1970,Spring,0,0,0,,66,50,16
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",4/16/1970,4,16,1970,Spring,0,0,0,,76,49,27
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",4/17/1970,4,17,1970,Spring,0,0,0,,70,46,24
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",4/18/1970,4,18,1970,Spring,0,0,0,,83,55,28
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",4/19/1970,4,19,1970,Spring,0,0,0,,79,59,20
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",4/20/1970,4,20,1970,Spring,0.03,0,0,,83,63,20
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",4/21/1970,4,21,1970,Spring,0,0,0,,87,59,28
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",4/22/1970,4,22,1970,Spring,0,0,0,,78,50,28
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",4/23/1970,4,23,1970,Spring,0.02,0,0,,87,63,24
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",4/24/1970,4,24,1970,Spring,0,0,0,,82,69,13
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",4/25/1970,4,25,1970,Spring,0,0,0,,77,60,17
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",4/26/1970,4,26,1970,Spring,0.12,0,0,,79,60,19
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",4/27/1970,4,27,1970,Spring,0.09,0,0,,77,64,13
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",4/28/1970,4,28,1970,Spring,0.04,0,0,,86,66,20
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",4/29/1970,4,29,1970,Spring,0.09,0,0,,83,64,19
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",4/30/1970,4,30,1970,Spring,0,0,0,,78,59,19
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",5/1/1970,5,1,1970,Spring,0,0,0,,76,59,17
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",5/2/1970,5,2,1970,Spring,0,0,0,,77,54,23
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",5/3/1970,5,3,1970,Spring,0,0,0,,80,55,25
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",5/4/1970,5,4,1970,Spring,0.23,0,0,,65,54,11
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",5/5/1970,5,5,1970,Spring,0,0,0,,77,52,25
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",5/6/1970,5,6,1970,Spring,0,0,0,,76,51,25
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",5/7/1970,5,7,1970,Spring,0,0,0,,68,45,23
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",5/8/1970,5,8,1970,Spring,0,0,0,,83,50,33
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",5/9/1970,5,9,1970,Spring,0,0,0,,88,64,24
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",5/10/1970,5,10,1970,Spring,0,0,0,,83,60,23
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",5/11/1970,5,11,1970,Spring,0,0,0,,85,60,25
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",5/12/1970,5,12,1970,Spring,0,0,0,,87,65,22
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",5/13/1970,5,13,1970,Spring,0,0,0,,89,69,20
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",5/14/1970,5,14,1970,Spring,0,0,0,,94,68,26
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",5/15/1970,5,15,1970,Spring,0,0,0,,84,68,16
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",5/16/1970,5,16,1970,Spring,0,0,0,,78,65,13
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",5/17/1970,5,17,1970,Spring,1.74,0,0,,77,58,19
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",5/18/1970,5,18,1970,Spring,0,0,0,,75,51,24
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",5/19/1970,5,19,1970,Spring,0,0,0,,85,52,33
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",5/20/1970,5,20,1970,Spring,0,0,0,,92,59,33
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",5/21/1970,5,21,1970,Spring,0,0,0,,86,62,24
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",5/22/1970,5,22,1970,Spring,0,0,0,,81,60,21
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",5/23/1970,5,23,1970,Spring,0,0,0,,88,62,26
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",5/24/1970,5,24,1970,Spring,0,0,0,,88,65,23
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",5/25/1970,5,25,1970,Spring,1.77,0,0,,80,67,13
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",5/26/1970,5,26,1970,Spring,0.08,0,0,,81,70,11
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",5/27/1970,5,27,1970,Spring,0,0,0,,84,68,16
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",5/28/1970,5,28,1970,Spring,0,0,0,,80,64,16
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",5/29/1970,5,29,1970,Spring,0,0,0,,79,62,17
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",5/30/1970,5,30,1970,Spring,0.01,0,0,,77,61,16
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",5/31/1970,5,31,1970,Spring,0.09,0,0,,80,65,15
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",6/1/1970,6,1,1970,Spring,0,0,0,,84,63,21
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",6/2/1970,6,2,1970,Spring,0,0,0,,82,60,22
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",6/3/1970,6,3,1970,Spring,0,0,0,,81,62,19
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",6/4/1970,6,4,1970,Spring,0,0,0,,85,63,22
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",6/5/1970,6,5,1970,Spring,0.04,0,0,,81,69,12
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",6/6/1970,6,6,1970,Spring,0,0,0,,86,69,17
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",6/7/1970,6,7,1970,Spring,1.2,0,0,,83,63,20
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",6/8/1970,6,8,1970,Spring,0,0,0,,78,65,13
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",6/9/1970,6,9,1970,Spring,0,0,0,,80,64,16
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",6/10/1970,6,10,1970,Spring,0,0,0,,88,62,26
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",6/11/1970,6,11,1970,Spring,0,0,0,,88,67,21
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",6/12/1970,6,12,1970,Spring,0.05,0,0,,89,66,23
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",6/13/1970,6,13,1970,Spring,0.37,0,0,,92,68,24
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",6/14/1970,6,14,1970,Spring,0,0,0,,80,63,17
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",6/15/1970,6,15,1970,Spring,0,0,0,,79,61,18
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",6/16/1970,6,16,1970,Spring,0,0,0,,85,64,21
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",6/17/1970,6,17,1970,Spring,0,0,0,,88,66,22
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",6/18/1970,6,18,1970,Spring,0,0,0,,91,73,18
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",6/19/1970,6,19,1970,Spring,0,0,0,,98,75,23
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",6/20/1970,6,20,1970,Spring,0,0,0,,93,76,17
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",3/21/1971,3,21,1971,Spring,0,0,0,,58,35,23
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",3/22/1971,3,22,1971,Spring,0,0,0,,70,48,22
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",3/23/1971,3,23,1971,Spring,0.21,0,0,,61,40,21
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",3/24/1971,3,24,1971,Spring,0,0,0,,51,33,18
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",3/25/1971,3,25,1971,Spring,0.41,0,0,,50,33,17
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",3/26/1971,3,26,1971,Spring,0.47,0,0,,46,36,10
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",3/27/1971,3,27,1971,Spring,0,0,0,,53,32,21
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",3/28/1971,3,28,1971,Spring,0,0,0,,60,33,27
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",3/29/1971,3,29,1971,Spring,0.25,0,0,,60,49,11
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",3/30/1971,3,30,1971,Spring,0,0,0,,59,40,19
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",3/31/1971,3,31,1971,Spring,0,0,0,,62,34,28
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",4/1/1971,4,1,1971,Spring,0,0,0,,69,41,28
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",4/2/1971,4,2,1971,Spring,0,0,0,,73,60,13
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",4/3/1971,4,3,1971,Spring,0.04,0,0,,65,42,23
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",4/4/1971,4,4,1971,Spring,0,0,0,,70,38,32
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",4/5/1971,4,5,1971,Spring,0.74,0,0,,64,47,17
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",4/6/1971,4,6,1971,Spring,1.05,0,0,,57,42,15
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",4/7/1971,4,7,1971,Spring,0,0,0,,51,40,11
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",4/8/1971,4,8,1971,Spring,0,0,0,,70,36,34
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",4/9/1971,4,9,1971,Spring,0,0,0,,75,46,29
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",4/10/1971,4,10,1971,Spring,0,0,0,,76,46,30
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",4/11/1971,4,11,1971,Spring,0,0,0,,71,40,31
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",4/12/1971,4,12,1971,Spring,0,0,0,,83,41,42
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",4/13/1971,4,13,1971,Spring,0,0,0,,88,57,31
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",4/14/1971,4,14,1971,Spring,0,0,0,,72,47,25
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",4/15/1971,4,15,1971,Spring,0,0,0,,63,41,22
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",4/16/1971,4,16,1971,Spring,0,0,0,,77,48,29
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",4/17/1971,4,17,1971,Spring,0,0,0,,75,50,25
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",4/18/1971,4,18,1971,Spring,0,0,0,,83,51,32
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",4/19/1971,4,19,1971,Spring,0,0,0,,77,46,31
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",4/20/1971,4,20,1971,Spring,0.26,0,0,,82,46,36
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",4/21/1971,4,21,1971,Spring,0.05,0,0,,89,52,37
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",4/22/1971,4,22,1971,Spring,0,0,0,,82,55,27
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",4/23/1971,4,23,1971,Spring,0.66,0,0,,62,44,18
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",4/24/1971,4,24,1971,Spring,0,0,0,,72,51,21
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",4/25/1971,4,25,1971,Spring,0,0,0,,78,50,28
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",4/26/1971,4,26,1971,Spring,0,0,0,,84,52,32
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",4/27/1971,4,27,1971,Spring,0,0,0,,69,50,19
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",4/28/1971,4,28,1971,Spring,0.66,0,0,,78,55,23
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",4/29/1971,4,29,1971,Spring,0,0,0,,78,60,18
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",4/30/1971,4,30,1971,Spring,0,0,0,,64,54,10
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",5/1/1971,5,1,1971,Spring,0,0,0,,72,45,27
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",5/2/1971,5,2,1971,Spring,0.22,0,0,,76,49,27
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",5/3/1971,5,3,1971,Spring,0,0,0,,67,49,18
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",5/4/1971,5,4,1971,Spring,0,0,0,,70,42,28
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",5/5/1971,5,5,1971,Spring,0,0,0,,78,53,25
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",5/6/1971,5,6,1971,Spring,0,0,0,,83,62,21
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",5/7/1971,5,7,1971,Spring,0,0,0,,89,64,25
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",5/8/1971,5,8,1971,Spring,0.18,0,0,,79,66,13
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",5/9/1971,5,9,1971,Spring,0,0,0,,79,59,20
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",5/10/1971,5,10,1971,Spring,0,0,0,,78,56,22
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",5/11/1971,5,11,1971,Spring,0,0,0,,77,52,25
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",5/12/1971,5,12,1971,Spring,0,0,0,,80,55,25
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",5/13/1971,5,13,1971,Spring,0.08,0,0,,81,69,12
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",5/14/1971,5,14,1971,Spring,0,0,0,,75,60,15
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",5/15/1971,5,15,1971,Spring,1.24,0,0,,71,60,11
